SurveySectionTitle,Namespace,SurveyIdentifier,QuestionCode,QuestionText,QuestionFormDescriptor
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_12,13. I feel confident in my ability to: - Help students assess their own learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_13,13. I feel confident in my ability to: - Analyze student performance data to improve effectiveness,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_14,13. I feel confident in my ability to: - Work with parents and families to better understand and to support their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_2,13. I feel confident in my ability to: - Plan instruction aligned with state standards,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_3,"13. I feel confident in my ability to: - Develop lessons that build on student experiences, interests, and abilities",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_4,13. I feel confident in my ability to: - Maintain the discipline and an orderly purposeful learning environment,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_5,13. I feel confident in my ability to: - Develop positive and supportive relationships with students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_6,13. I feel confident in my ability to: - Develop a classroom environment that promotes respect and group responsibility,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_7,13. I feel confident in my ability to: - Differentiate instruction based on student needs,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_8,13. I feel confident in my ability to: - Provide purposeful feedback to students to guide their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS15_9,13. I feel confident in my ability to: - Help students think critically and solve problems,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS16,"14. If you would like to provide any specificcomments about your teaching practices, please feel free to include yourcomments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS17,"15. In general, I am satisfied with my current job.",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS18,16. I consider teaching to be my ideal career.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_1,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_10,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_11,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_12,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_13,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_14,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_15,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_16,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_17,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_17_TEXT,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_2,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_3,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_4,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_5,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_6,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_7,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_8,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS19_9,"17. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS20,18. How much longer do you plan on teaching in your current school?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS21,"19. If you would like to provide any comments about your teaching plans in your current school, please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS22,20. How much longer do you plan on teaching in the state?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS23,"21. If you would like to provide any comments about your teaching plans in the state,please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS24,4. Please indicate the year in which you completedyour teacher,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS24_7_TEXT,4. Please indicate the year in which you completedyour teacher  - Other (please specify),uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS25,"5. Please select the category that best describes your teacher ",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS26,6. Please indicate the licensure/credential/certificationarea(s) you were issued as a result of your teacher preparation. Note all thatapply.,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS27,"7. What was your academic major(s)/concentration(s) as an undergraduate (e.g., biology, interdisciplinary studies)?",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS28,"8. Prior to attending a teacher preparation programat UTRGV, had you ever worked as a classroom assistantor substitute teacher?",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_1,9. How well did your teacher preparation program prepare you to: - Collaborate with colleagues to improve student learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_10,9. How well did your teacher preparation program prepare you to: - Teach in ways that support students with special needs-exceptional children,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_11,9. How well did your teacher preparation program prepare you to: - Teach in ways that support academically gifted students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_12,9. How well did your teacher preparation program prepare you to: - Develop a classroom environment that promotes respect and group responsibility,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_13,9. How well did your teacher preparation program prepare you to: - Demonstrate knowledge of the subject matter you teach,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_14,"9. How well did your teacher preparation program prepare you to: - Teach the concepts, knowledge, and skills of your discipline(s)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_15,9. How well did your teacher preparation program prepare you to: - Align instruction with state standards,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_16,9. How well did your teacher preparation program prepare you to: - Relate classroom teaching to the real world,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_17,9. How well did your teacher preparation program prepare you to: - Use knowledge of student learning and curriculum to plan instruction,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_18,"9. How well did your teacher preparation program prepare you to: - Develop lessons that build on students experiences, interests, and abilities",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_19,"9. How well did your teacher preparation program prepare you to: - Develop a variety of assessments (e.g., tests, observations, portfolios, performance tasks)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_2,9. How well did your teacher preparation program prepare you to: - Set challenging and appropriate goals for student learning and performance,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_20,9. How well did your teacher preparation program prepare you to: - Provide purposeful feedback to students to guide their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_21,9. How well did your teacher preparation program prepare you to: - Differentiate instruction based on student needs,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_22,9. How well did your teacher preparation program prepare you to: - Use technology in the classroom to improve learning outcomes,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_23,9. How well did your teacher preparation program prepare you to: - Help students think critically and solve problems,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_24,9. How well did your teacher preparation program prepare you to: - Develop students questioning and discussion skills,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_25,"9. How well did your teacher preparation program prepare you to: - Analyze student performance data (e.g., formative and summative assessments, standardized tests, performance tasks, etc.)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_26,9. How well did your teacher preparation program prepare you to: - Adapt practice based on research and student performance data,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_3,9. How well did your teacher preparation program prepare you to: - Empower students to become self-directed and productive learners,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_4,"9. How well did your teacher preparation program prepare you to: - Maintain discipline and an orderly, purposeful learning environment",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_5,9. How well did your teacher preparation program prepare you to: - Work with parents and families to better understand students and to support their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_6,9. How well did your teacher preparation program prepare you to: - Develop positive and supportive relationships with students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_7,9. How well did your teacher preparation program prepare you to: - Create an environment of high expectations for all students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_8,9. How well did your teacher preparation program prepare you to: - Teach in ways that support English Language Learners,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS29_9,"9. How well did your teacher preparation program prepare you to: - Teach in ways that support students with diverse ethnic, racial, cultural, and socioeconomic backgrounds",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS3,1. Is the 2017-18 academic year your first full-year as a classroom teacher?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS30,"10. If you would like to provide any specific comments about the quality of your teacher preparation, please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS31_1,11. How valuable were the following aspects of your teacher preparation program? - Coursework,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS31_2,11. How valuable were the following aspects of your teacher preparation program? - Instructors of your classes,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS31_3,"11. How valuable were the following aspects of your teacher preparation program? - Early fieldwork/clinical experiences not including supervised student teaching (e.g., working one-on-one with a student, volunteering in a classroom, work related to a spec",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS31_4,"11. How valuable were the following aspects of your teacher preparation program? - Student teaching experiences (e.g., semester and/or year long supervised teaching internship and/or co-teaching)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS32,"12. If you would like to provide any specific comments about these aspects of your teacher preparation program, please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_1,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More exp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_10,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - Other (p",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_10_TEXT,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - Other (p",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_2,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More coa",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_3,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_4,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_5,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_6,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_7,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_8,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More opp",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS33_9,"13. Please rank the top THREE items that would most improve the quality of yourteacher preparation with ""1"" representing the most important item, ""2""representing the second most important item, and ""3"" representing the thirdmost important item. - More gui",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_1,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Study stages of child development and learning",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_10,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Plan units and lessons",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_11,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Create formative and summative student assessments",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_12,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Analyze student assessment data and work to adjust instruction",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_13,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Provide meaningful and specific academic feedback to students",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
