AidTypeDescriptor,BeginDate,StudentUniqueId,EndDate,AidConditionDescription,AidAmount,PellGrantRecipient
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002964,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004126,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004140,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005324,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000588,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005346,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002987,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004168,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001267,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005352,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004179,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003027,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001343,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006588,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001845,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003050,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006622,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001402,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004251,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000671,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000677,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001444,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005483,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001910,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005504,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000703,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005528,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006727,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000711,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000740,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001951,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001954,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001957,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001606,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005576,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004340,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003178,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001968,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004360,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000801,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001652,2018-05-10,NEED BASED,1250.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006799,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001996,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000816,2017-12-14,NEED BASED,625.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003223,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006845,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002015,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001791,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000006891,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001876,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000000875,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004479,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003307,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003316,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000007015,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000007021,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002184,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002199,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000001011,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000007061,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002223,2017-12-14,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005807,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002233,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002266,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005826,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003491,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002339,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000007103,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000005834,2018-05-10,NEED BASED,625.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002289,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004694,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002478,2018-05-10,NEED BASED,625.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000002491,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000003529,2018-05-10,NEED BASED,1044.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000004797,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-02-23,1000007248,2018-05-10,NEED BASED,1250.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-04,1000006237,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-04,1000002944,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-04,1000000637,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-04,1000001883,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-04,1000002744,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-08,1000004117,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-14,1000002610,2017-12-14,NEED BASED,1000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-14,1000006270,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-14,1000005231,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-14,1000005515,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-14,1000001917,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000000275,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000002782,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000005112,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000001647,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000005467,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-21,1000003200,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-24,1000000541,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-31,1000004163,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-03-31,1000002048,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-05-03,1000004797,2018-05-10,NEED BASED,2000.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-06-07,1000004190,2018-05-10,NEED BASED,4000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-06-29,1000001553,2018-05-10,NEED BASED,850.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-07,1000004970,2017-12-14,NEED BASED,500.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000006281,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000000400,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000004178,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000001303,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000002197,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-26,1000001094,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-07-30,1000002468,2018-05-10,NEED BASED,1000.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-03,1000005645,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-16,1000000943,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-17,1000006321,2017-12-14,NEED BASED,562.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-18,1000000637,2018-05-10,NEED BASED,3600.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-18,1000000958,2018-05-10,NEED BASED,1250.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-21,1000002986,2017-12-14,NEED BASED,1650.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000000555,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000000341,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000002873,2018-05-10,NEED BASED,1200.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000004212,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000001895,2018-05-10,NEED BASED,1200.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000001002,2018-05-10,NEED BASED,1200.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-22,1000002364,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-23,1000002887,2018-05-10,NEED BASED,2000.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000004,2018-05-10,NEED BASED,4026.1600,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003656,2018-05-10,NEED BASED,1073.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000018,2017-12-14,NEED BASED,445.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004826,2018-05-10,NEED BASED,1252.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000049,2018-05-10,NEED BASED,4254.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004833,2017-12-14,NEED BASED,566.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002428,2017-12-14,NEED BASED,4026.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000005999,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004840,2018-05-10,NEED BASED,2901.1600,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003681,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002431,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001258,2018-05-10,NEED BASED,1032.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001262,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001263,2017-12-14,NEED BASED,454.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002432,2018-05-10,NEED BASED,1074.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002433,2018-05-10,NEED BASED,441.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000079,2018-05-10,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000127,2018-05-10,NEED BASED,6322.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001275,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000149,2017-12-14,NEED BASED,574.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003701,2018-05-10,NEED BASED,2898.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002442,2018-05-10,NEED BASED,1701.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002455,2018-05-10,NEED BASED,4028.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006029,2017-12-14,NEED BASED,1091.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002463,2018-05-10,NEED BASED,8052.3200,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002464,2017-12-14,NEED BASED,1591.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004863,2018-05-10,NEED BASED,3482.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006038,2017-12-14,NEED BASED,66.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000180,2017-12-14,NEED BASED,3863.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004867,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002469,2018-05-10,NEED BASED,2140.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002472,2017-12-14,NEED BASED,1070.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004870,2018-05-10,NEED BASED,2136.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003733,2017-12-14,NEED BASED,566.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000097,2017-12-14,NEED BASED,3156.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003743,2018-05-10,NEED BASED,822.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000104,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000210,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004905,2018-05-10,NEED BASED,1466.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000212,2018-05-10,NEED BASED,441.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000111,2017-12-14,NEED BASED,1341.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002517,2018-05-10,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002518,2017-12-14,NEED BASED,630.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000222,2017-12-14,NEED BASED,1068.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002525,2018-05-10,NEED BASED,882.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001321,2018-05-10,NEED BASED,2252.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003748,2017-12-14,NEED BASED,1134.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000235,2018-05-10,NEED BASED,2273.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002529,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006067,2017-12-14,NEED BASED,600.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004920,2017-12-14,NEED BASED,99.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000129,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002530,2018-05-10,NEED BASED,2158.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001340,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000139,2018-05-10,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006072,2018-05-10,NEED BASED,3922.3200,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002553,2018-05-10,NEED BASED,3018.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006078,2018-05-10,NEED BASED,1126.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000321,2018-05-10,NEED BASED,501.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004942,2018-05-10,NEED BASED,2252.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004950,2017-12-14,NEED BASED,4026.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000354,2018-05-10,NEED BASED,847.0000,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001365,2018-05-10,NEED BASED,1126.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000371,2018-05-10,NEED BASED,4782.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006094,2018-05-10,NEED BASED,2132.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000004970,2017-12-14,NEED BASED,3530.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002577,2018-05-10,NEED BASED,2252.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000001384,2017-12-14,NEED BASED,2276.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000385,2018-05-10,NEED BASED,566.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000003801,2017-12-14,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000006100,2018-05-10,NEED BASED,1066.1600,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000401,2018-05-10,NEED BASED,4552.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002593,2018-05-10,NEED BASED,4079.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000412,2018-05-10,NEED BASED,8052.3200,
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000002597,2018-05-10,NEED BASED,5574.3200,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,2017-08-28,1000000415,2018-05-10,NEED BASED,3182.3200,TRUE
