BeginDate,CandidateIdentifier,EducationOrganizationId,ProgramName,SchoolYear,ProgramTypeDescriptor,ReasonExitedDescriptor,CohortYearTypeDescriptor,TermDescriptor,MajorSpecialization
2016-01-19,1000002782,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,EDBE Interdisciplinary Studies
2016-01-19,1000002843,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-01-19,1000003815,1,Elementary EC-6+Early Childhood,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-01-19,1000003840,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-01-19,1000000542,3,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,EDBE Interdisciplinary Studies
2016-01-19,1000000469,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-01-19,1000000478,1,Elementary EC-6+Special Education,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,SPED Interdisciplinary Studies
2016-01-19,1000004575,4,All Level EC-12+Art,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,BART Art
2016-01-19,1000004583,4,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,BBIL Interdisciplinary Studies
2016-01-19,1000004623,3,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,EDBE Interdisciplinary Studies
2016-01-19,2000000401,1,High School 7 - 12+Social Studies Composite,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RSOS Social Studies
2016-01-19,2000001643,1,Elementary EC-6+Early Childhood,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RSPD Special Education
2016-01-19,2000001690,1,Elementary EC-6+Early Childhood,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-01-19,1000007088,1,All Level EC-12+Physical Education,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,KINE Kinesiology
2016-06-06,1000002457,4,All Level EC-12+Spanish,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,BSPN Spanish
2016-06-06,1000001173,1,All Level EC-12+Spanish,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,SPAN Spanish
2016-08-29,1000000095,4,Elementary EC-6+E.S.L.,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,REDU Educational Technology
2016-08-29,1000000104,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-06-06,1000000255,4,All Level EC-12+Music,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RMUE Music
2016-06-06,1000000480,1,All Level EC-12+Music,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,MUSE Performance
2016-06-06,1000001029,1,All Level EC-12+Spanish,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RSPA Spanish
2016-01-19,2000002722,1,High School 7 - 12+Dance,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,DANC Dance
2016-01-19,2000005111,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,EDBE Interdisciplinary Studies
2016-01-19,2000002608,1,Elementary EC-6+Bilingual,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,EDBE Interdisciplinary Studies
2016-08-29,1000000216,4,High School 7 - 12+History,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RHIS History
2016-08-29,1000000266,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-06-06,1000001761,1,All Level EC-12+Art,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RBUS Business Administration
2016-06-06,1000002245,1,All Level EC-12+Physical Education,2015,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,KINE Kinesiology
2016-08-29,1000000311,4,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000314,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000127,4,All Level EC-12+Physical Education,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RKIN Kinesiology
2016-08-29,1000000138,4,High School 7 - 12+History,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RPRU Post Bac Prof Improve UG
2016-08-29,1000000411,1,All Level EC-12+Art,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,ART Art
2016-08-29,1000000689,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000835,1,All Level EC-12+Art,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RART Art
2016-08-29,1000002974,1,High School 7 - 12+Dance,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RDAN Dance
2016-08-29,1000002985,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000003001,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000501,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000566,1,High School 7 - 12+Social Studies Composite,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,SOSC Social Studies Composite
2016-08-29,1000000602,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000610,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000666,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002920,1,High School 7 - 12+Social Studies Composite,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,SOSC Social Studies Composite
2016-08-29,1000001870,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001891,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002009,1,Elementary EC-6+Special Education,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002222,4,All Level EC-12+Art,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,BART Art
2016-08-29,1000002234,4,All Level EC-12+Physical Education,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,BHHP Health & Human Performance
2016-08-29,1000002504,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RCOU Counseling and Guidance
2016-08-29,1000002508,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002524,4,All Level EC-12+Art,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RART Art
2016-08-29,1000002537,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000899,1,All Level EC-12+Music,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,MUSE Performance
2016-08-29,1000003752,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000000477,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002600,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002610,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002618,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002716,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000002864,3,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001807,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001762,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001764,3,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RSPD Special Education
2016-08-29,1000005480,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005483,3,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001665,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001693,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005264,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005266,1,Elementary EC-6+Special Education,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005278,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005289,1,Elementary EC-6+E.S.L.,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005349,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000001556,1,Elementary EC-6+Early Childhood,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000005426,1,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000004860,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,REEB Bilingual Education
2016-08-29,1000004872,4,Elementary EC-6+Bilingual,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RIND Interdisciplinary Studies
2016-08-29,1000004877,4,High School 7 - 12+English,2016,uri://tpdm.ed-fi.org/ProgramTypeDescriptor#Traditional,uri://tpdm.ed-fi.org/ReasonExitedDescriptor#Completed,uri://tpdm.ed-fi.org/CohortYearTypeDescriptor#College of Education Admittance,uri://ed-fi.org/TermDescriptor#Fall Semester,RENG English
