CredentialIdentifier,GradeLevelDescriptor,StateOfIssueStateAbbreviationDescriptor,CredentialFieldDescriptor,CredentialTypeDescriptor,ExpirationDate,IssuanceDate,Namespace,TeachingCredentialDescriptor,CertificationTitle,PersonId,SourceSystemDescriptor
2CDEB76B-A03C-48E4-8F5C-BC140DD74F06,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,4EE812F607CA4ADC8E9C7D37B3509D8C,uri://ed-fi.org/SourceSystemDescriptor#State
2CE67133-F31F-490A-90A0-C9F7518822AE,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/10/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,A658BCCB25CC494BAE2AD69BACC62EAD,uri://ed-fi.org/SourceSystemDescriptor#State
2D28B227-102A-4368-BD11-6A86BB1320E7,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (1-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Elementary Bilingual-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2019,1/5/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Emergency,State,AA0848BA859A4261894C82BFF522B8E5,uri://ed-fi.org/SourceSystemDescriptor#State
2DA82A84-1760-4108-83D3-4CE052E9072C,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2022,1/13/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,0AB66073B76C4B899DF32CCC1F7BC6C5,uri://ed-fi.org/SourceSystemDescriptor#State
2DCDE91F-8D11-44D3-86C2-F69FB4CA8FD2,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/2/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,127F58733BFC467EA154E7961B8763F5,uri://ed-fi.org/SourceSystemDescriptor#State
2E10F7AB-84B8-4ACD-8879-46D71B5B67F3,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,87F810B4216346D5B66A0C1A23BC020A,uri://ed-fi.org/SourceSystemDescriptor#State
2EBAE957-C2D3-4277-9371-54B0F6FE5A47,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,21ED389A7B274A569C76EE30CF929C6B,uri://ed-fi.org/SourceSystemDescriptor#State
2EBC3E51-A4E4-4104-BD3B-4C1CC030051E,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,B46722D58D94481EB3F1EF53723BBFBA,uri://ed-fi.org/SourceSystemDescriptor#State
2EBE77DD-9397-4A41-84C6-FBB721D3691A,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,F7E4A67D8DB346E8B42CFCF2DEA0854C,uri://ed-fi.org/SourceSystemDescriptor#State
2EC2A21F-72E6-47A8-A4A7-CF390DBFB056,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Physical Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/11/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,1D90C50D27CD48739D00349416359271,uri://ed-fi.org/SourceSystemDescriptor#State
2F0783F2-54BF-4887-B58E-A441828DF4F6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,E841EF1738814F559FAFAB58FC69D153,uri://ed-fi.org/SourceSystemDescriptor#State
2F0F8381-45B3-491F-9958-70FFE1441B99,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Physical Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/2/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,894FA991B49C4FED8C8C07F5B22044B3,uri://ed-fi.org/SourceSystemDescriptor#State
2F29033A-282B-4C42-863A-E6012300D6C2,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2022,1/13/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,9EFE3FEB5C344D1CB344D280B37C2946,uri://ed-fi.org/SourceSystemDescriptor#State
30690553-7314-4250-81A4-C22471678AA6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,2ED882F1FAFD424EA10D7BC629AFC858,uri://ed-fi.org/SourceSystemDescriptor#State
3163A3D0-7620-4DF1-A083-42340D6A2A8A,uri://ed-fi.org/GradeLevelDescriptor#Other,uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Educational Aide III,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/2/2020,1/2/2018,uri:/univ.edu/Credential/State,uri://tpdm.ed-fi.org/TeachingCredentialDescriptor#Educational Aide,State,3C3C1F70EB2A4247B34500EB2AD2C759,uri://ed-fi.org/SourceSystemDescriptor#State
321242B3-5313-40C2-B23C-660D0510029E,uri://ed-fi.org/GradeLevelDescriptor#Other,uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Educational Aide III,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/20/2020,1/20/2018,uri:/univ.edu/Credential/State,uri://tpdm.ed-fi.org/TeachingCredentialDescriptor#Educational Aide,State,38D05F8C4AD64D2980077B79A6BF924A,uri://ed-fi.org/SourceSystemDescriptor#State
3269BFD9-5A31-47BD-8A41-E01184456A54,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,909B28E2325E4EC4BCA03C1E5EA0C701,uri://ed-fi.org/SourceSystemDescriptor#State
328F012C-23B9-4E62-9D8F-03A4E2CB83DE,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Art,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/28/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5082FF3114AC4E32BE263211DF64D18D,uri://ed-fi.org/SourceSystemDescriptor#State
3325CBFC-03ED-4207-AB6E-C3EB5E004CD0,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Music,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/9/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,33AA89DF59F44EA7A1CC7690FB8EBB52,uri://ed-fi.org/SourceSystemDescriptor#State
340A7D53-32F2-49E2-8C7E-235E3EAC3208,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,069D07B9870B4A7FBB9B01DB36112F9A,uri://ed-fi.org/SourceSystemDescriptor#State
346B1877-BAFB-41D5-8480-DCD9CBB41DE8,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,3116FCFAE7F744D5876324AFD1E4023A,uri://ed-fi.org/SourceSystemDescriptor#State
34A0ABD8-B3E1-4E73-A047-1CFEB6B1BBA8,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,ECDF8FE455F34FE2A1C68EF0A8B765AE,uri://ed-fi.org/SourceSystemDescriptor#State
34DA3962-7F0C-4DF0-991C-AF2E07CD5B3E,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Science,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2021,1/16/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,26FDC5BBF5C84C4C92C6C51207A17D2A,uri://ed-fi.org/SourceSystemDescriptor#State
35B1D20E-46F6-4638-9CED-61F6392ADCAB,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (1-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Elementary Bilingual-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2018,1/26/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Emergency,State,FE0C675519A543A5BE0CA709BAAF64E5,uri://ed-fi.org/SourceSystemDescriptor#State
361978F9-0B53-4DB6-9E86-EEC9B6533FD2,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,773F93ADBBC94ECFBCD7EE9A76742CDF,uri://ed-fi.org/SourceSystemDescriptor#State
36550FCB-133F-40CB-AFC1-2CC4DA70B327,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/29/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,B223671E8BE043E88976DD51CFCF9D20,uri://ed-fi.org/SourceSystemDescriptor#State
366097DF-0FC5-42C5-93DE-C7AB85142251,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Special Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,FB3EFA73BDC147B79EEAF63A0C67FEC9,uri://ed-fi.org/SourceSystemDescriptor#State
3670C2C3-4FB7-4D60-A1C8-B19008865425,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English Language Arts and Reading,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/17/2019,1/17/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Probationary/Initial,State,FB907CD487F6461AA62F2DCE102114B5,uri://ed-fi.org/SourceSystemDescriptor#State
368119B4-E4CF-4F68-ADAE-9337F6F59260,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,2372F9FB436140A7BA0DE0A07B653045,uri://ed-fi.org/SourceSystemDescriptor#State
369430B7-5963-45D4-BCE1-0F84E28B87DA,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,11F44D9AF998411A93B1D08719DC29BA,uri://ed-fi.org/SourceSystemDescriptor#State
36E501C7-39A4-40C5-9111-7AC6C6EF34AA,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5DC08680D9204C2D9A84463767B5DB35,uri://ed-fi.org/SourceSystemDescriptor#State
37927F10-280E-43AD-8062-72F5AC119108,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,AAC2E1872A544EC6AF967DCCCBBBDC03,uri://ed-fi.org/SourceSystemDescriptor#State
382A92B8-93B3-4325-9DE3-45211F7F6D0E,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Life and Physical Sciences,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,982C5F10116543418080EC344167FA6A,uri://ed-fi.org/SourceSystemDescriptor#State
38DD3D19-BEAB-4F76-9737-53241C4D41A0,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Social Studies,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,D1CBD165BA234C12ACE3902CBB97C68D,uri://ed-fi.org/SourceSystemDescriptor#State
39014970-FBC3-43B8-8FA5-776420F86DF6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/9/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,55F1B841F944461C902FAD3F62AE488A,uri://ed-fi.org/SourceSystemDescriptor#State
3904042E-AC3A-4C00-8432-8D33FB567EFE,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Special Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/6/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5661874BBF7B4EC3BD60B5EC2F25A8EF,uri://ed-fi.org/SourceSystemDescriptor#State
391D5493-F71C-4CBA-960D-4F7D37D8501B,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Social Studies,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/29/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,F560F001AD744BE2AD19E5B92E365A19,uri://ed-fi.org/SourceSystemDescriptor#State
39752C72-7FCD-4119-BB03-A183AD6BFAEE,uri://ed-fi.org/GradeLevelDescriptor#Other,uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2019,1/7/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,A48F7767D2F841D6BD0E7CE5A560749E,uri://ed-fi.org/SourceSystemDescriptor#State
3987A66B-4742-4D62-B9B2-C70751623DBE,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,A027EE4B26484CDD8CE3F86CBF9680C5,uri://ed-fi.org/SourceSystemDescriptor#State
39DC7716-BE77-41E2-BF68-566C2481B73A,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C2417EAFD0774929A49A4B32212F2F9F,uri://ed-fi.org/SourceSystemDescriptor#State
3A13AB7A-EA19-44B5-8615-54B0B2BE4956,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C5827C65F31E4E3CB7291C4536167CC9,uri://ed-fi.org/SourceSystemDescriptor#State
3AB72AC2-2A2D-44EA-B6C4-49266F885326,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/20/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,F6618810FB014364BBFB4A9674D9D499,uri://ed-fi.org/SourceSystemDescriptor#State
3AE1559B-44E5-4BD9-B79E-9BEAF1A97220,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,A0F07E11903D4D03AECB4D448AD50F7F,uri://ed-fi.org/SourceSystemDescriptor#State
3B5EF304-FEA5-4C1A-8A1B-BCB8C78C2277,uri://ed-fi.org/GradeLevelDescriptor#Other,uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Educational Aide III,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/9/2020,1/9/2018,uri:/univ.edu/Credential/State,uri://tpdm.ed-fi.org/TeachingCredentialDescriptor#Educational Aide,State,5224918CBA5547699CEBBE1682F89365,uri://ed-fi.org/SourceSystemDescriptor#State
3BCE379E-7DE8-4837-B8EF-FCCE0FE58210,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2021,1/25/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C16C9D5F0A2347D0B149C01D5CD0981D,uri://ed-fi.org/SourceSystemDescriptor#State
3C0B60C3-612A-4E95-B020-A0F818565B11,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/31/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,6D3937348C8C4758BC750FE765A2C3AB,uri://ed-fi.org/SourceSystemDescriptor#State
3C209C0F-6D9B-449B-B92F-F6E3D9B634BF,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#History,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/16/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,407A978C32F749C6B5792F6867A88E10,uri://ed-fi.org/SourceSystemDescriptor#State
3C5C63C1-7807-4AB0-9426-BD278FEE864B,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Physical Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/3/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,DA3B032B90114E54B54C0A295CE830AB,uri://ed-fi.org/SourceSystemDescriptor#State
3C822B73-4935-4F31-A51C-9B4B32ABA5A8,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Life and Physical Sciences,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5AB22CB85520481CB2F20AAAD240CBAD,uri://ed-fi.org/SourceSystemDescriptor#State
3D09C0C0-833F-4EFB-A10E-902F5E531EB4,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2022,1/18/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,38B70DA0EB48472CBA0B6A41886C78C7,uri://ed-fi.org/SourceSystemDescriptor#State
3D993415-FCAD-44CC-A239-E9D561138558,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/22/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,7D86C33D88D041B4B8D28E1E4D946E56,uri://ed-fi.org/SourceSystemDescriptor#State
